variant,request_id,uncapped,min_balance,safe,true_safe,error,norm_error,earliest,true_earliest,date_match,amount_improved,amount_regressed,date_gained,date_lost
mean_sig1/all/90dates,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
mean_sig1/all/90dates,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig1/all/90dates,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
mean_sig1/all/90dates,request_18,True,1920.0,520.0,462.0,58.0,0.017867594960105974,2026-09-15,2026-09-15,True,True,False,False,False
mean_sig1/all/90dates,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
mean_sig1/all/90dates,request_20,True,73212.0,8712.0,5400.0,3312.0,0.010905498847546921,,,True,True,False,False,False
mean_sig1/all/90dates,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig1/all/90dates,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
mean_sig1/all/90dates,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,,2025-07-15,False,False,True,False,True
mean_sig1/all/90dates,request_24,True,65150.0,14150.0,13420.0,730.0,0.00666058394160584,,,True,False,True,False,False
mean_sig1/all/90dates,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
mean_sig1/all/calendar,request_01,False,47862.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
mean_sig1/all/calendar,request_02,True,47190839.2,18032439.2,17229139.2,803300.0,0.017456212786301013,2025-09-15,2025-09-15,True,True,False,False,False
mean_sig1/all/calendar,request_03,True,3636600.0,967900.0,873000.0,94900.0,0.017282826443270807,2019-11-15,2019-11-15,True,True,False,False,False
mean_sig1/all/calendar,request_04,True,41965100.0,11278500.0,8401800.0,2876700.0,0.22663672890569606,2024-06-15,2024-06-15,True,False,True,False,False
mean_sig1/all/calendar,request_05,True,14566.0,1466.0,737.0,729.0,0.04706869834710744,,,True,True,False,False,False
mean_sig1/all/calendar,request_06,True,1298.3,498.3,603.3,-105.0,-0.16924564796905214,2026-02-15,2026-01-15,False,False,True,False,True
mean_sig1/all/calendar,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
mean_sig1/all/calendar,request_08,True,1082.57,282.57,284.57,-2.0,-0.002006823198876179,2025-04-15,2025-04-15,True,False,True,True,False
mean_sig1/all/calendar,request_09,False,903.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
mean_sig1/all/calendar,request_10,True,256290.0,30890.0,12700.0,18190.0,0.0682039745031871,,,True,False,True,False,False
mean_sig1/all/calendar,request_11,True,46984045.0,12843445.0,12510645.0,332800.0,0.025385202135774217,2025-05-15,2025-07-15,False,False,True,False,False
mean_sig1/all/calendar,request_12,False,118648.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
mean_sig1/all/calendar,request_13,True,1948.4,648.4,433.4,215.0,0.22833474936278675,2024-05-15,2024-05-15,True,False,True,True,False
mean_sig1/all/calendar,request_14,True,2901.74,701.74,597.74,104.0,0.01920874736803221,,,True,False,True,False,False
mean_sig1/all/calendar,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
mean_sig1/all/calendar,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig1/all/calendar,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
mean_sig1/all/calendar,request_18,True,1920.0,520.0,462.0,58.0,0.017867594960105974,2026-09-15,2026-09-15,True,True,False,False,False
mean_sig1/all/calendar,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
mean_sig1/all/calendar,request_20,True,73212.0,8712.0,5400.0,3312.0,0.010905498847546921,,,True,True,False,False,False
mean_sig1/all/calendar,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig1/all/calendar,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
mean_sig1/all/calendar,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,2025-07-15,2025-07-15,True,False,True,False,False
mean_sig1/all/calendar,request_24,True,65150.0,14150.0,13420.0,730.0,0.00666058394160584,,,True,False,True,False,False
mean_sig1/all/calendar,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
mean_sig2/all/90dates,request_01,False,48232.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
mean_sig2/all/90dates,request_02,True,47590839.2,18432439.2,17229139.2,1203300.0,0.026148463644660783,2025-09-15,2025-09-15,True,False,True,False,False
mean_sig2/all/90dates,request_03,True,3646600.0,977900.0,873000.0,104900.0,0.01910398834456383,2019-11-15,2019-11-15,True,False,True,False,False
mean_sig2/all/90dates,request_04,True,41335100.0,10648500.0,8401800.0,2246700.0,0.17700307255967856,2024-06-15,2024-06-15,True,False,True,False,False
mean_sig2/all/90dates,request_05,True,8604.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
mean_sig2/all/90dates,request_06,True,1323.3,523.3,603.3,-80.0,-0.1289490651192779,2026-01-15,2026-01-15,True,False,True,False,False
mean_sig2/all/90dates,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
mean_sig2/all/90dates,request_08,True,1085.57,285.57,284.57,1.0,0.0010034115994380895,,2025-04-15,False,False,True,False,False
mean_sig2/all/90dates,request_09,False,839.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
mean_sig2/all/90dates,request_10,True,186590.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
mean_sig2/all/90dates,request_11,True,46484045.0,12343445.0,12510645.0,-167200.0,-0.012753623188405797,2025-05-15,2025-07-15,False,True,False,False,False
mean_sig2/all/90dates,request_12,False,103756.39,60556.39,65164.0,-4607.61,-0.07070790620588055,,2026-04-05,False,True,False,False,False
mean_sig2/all/90dates,request_13,True,1794.4,494.4,433.4,61.0,0.06478334749362787,,2024-05-15,False,False,True,False,False
mean_sig2/all/90dates,request_14,True,2818.74,618.74,597.74,21.0,0.00387868937239112,,,True,False,True,False,False
mean_sig2/all/90dates,request_15,True,1205.05,5.05,83.05,-78.0,-0.021166892808683852,,,True,False,True,False,False
mean_sig2/all/90dates,request_16,False,261803.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig2/all/90dates,request_17,True,409089.58,242989.58,243849.58,-860.0,-0.0031318281136198107,2026-04-15,2026-03-15,False,False,True,False,False
mean_sig2/all/90dates,request_18,True,1943.0,543.0,462.0,81.0,0.024953020547734205,2026-09-15,2026-09-15,True,True,False,False,False
mean_sig2/all/90dates,request_19,True,117900.0,25100.0,28820.0,-3720.0,-0.09379727685325265,2024-09-15,2024-09-15,True,False,True,False,False
mean_sig2/all/90dates,request_20,True,73412.0,8912.0,5400.0,3512.0,0.011564043463944683,,,True,False,True,False,False
mean_sig2/all/90dates,request_21,True,3476.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig2/all/90dates,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
mean_sig2/all/90dates,request_23,True,35356.8,8356.8,9152.0,-795.2,-0.020917508417508435,2025-07-15,2025-07-15,True,False,True,False,False
mean_sig2/all/90dates,request_24,True,64450.0,13450.0,13420.0,30.0,0.0002737226277372263,,,True,True,False,False,False
mean_sig2/all/90dates,request_25,True,23808500.0,429400.0,1425000.0,-995600.0,-0.016457286432160805,,,True,True,False,False,False
mean_sig2/all/calendar,request_01,False,48232.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
mean_sig2/all/calendar,request_02,True,47590839.2,18432439.2,17229139.2,1203300.0,0.026148463644660783,2025-09-15,2025-09-15,True,False,True,False,False
mean_sig2/all/calendar,request_03,True,3646600.0,977900.0,873000.0,104900.0,0.01910398834456383,2019-11-15,2019-11-15,True,False,True,False,False
mean_sig2/all/calendar,request_04,True,41335100.0,10648500.0,8401800.0,2246700.0,0.17700307255967856,2024-06-15,2024-06-15,True,False,True,False,False
mean_sig2/all/calendar,request_05,True,14296.0,1196.0,737.0,459.0,0.029635847107438017,,,True,True,False,False,False
mean_sig2/all/calendar,request_06,True,1323.3,523.3,603.3,-80.0,-0.1289490651192779,2026-01-15,2026-01-15,True,False,True,False,False
mean_sig2/all/calendar,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
mean_sig2/all/calendar,request_08,True,1085.57,285.57,284.57,1.0,0.0010034115994380895,2025-04-15,2025-04-15,True,False,True,True,False
mean_sig2/all/calendar,request_09,False,839.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
mean_sig2/all/calendar,request_10,True,255690.0,30290.0,12700.0,17590.0,0.06595425571803525,,,True,False,True,False,False
mean_sig2/all/calendar,request_11,True,46484045.0,12343445.0,12510645.0,-167200.0,-0.012753623188405797,2025-05-15,2025-07-15,False,True,False,False,False
mean_sig2/all/calendar,request_12,False,115548.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
mean_sig2/all/calendar,request_13,True,1794.4,494.4,433.4,61.0,0.06478334749362787,2024-05-15,2024-05-15,True,False,True,True,False
mean_sig2/all/calendar,request_14,True,2818.74,618.74,597.74,21.0,0.00387868937239112,,,True,False,True,False,False
mean_sig2/all/calendar,request_15,True,1205.05,5.05,83.05,-78.0,-0.021166892808683852,,,True,False,True,False,False
mean_sig2/all/calendar,request_16,False,261803.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig2/all/calendar,request_17,True,409089.58,242989.58,243849.58,-860.0,-0.0031318281136198107,2026-04-15,2026-03-15,False,False,True,False,False
mean_sig2/all/calendar,request_18,True,1943.0,543.0,462.0,81.0,0.024953020547734205,2026-09-15,2026-09-15,True,True,False,False,False
mean_sig2/all/calendar,request_19,True,117900.0,25100.0,28820.0,-3720.0,-0.09379727685325265,2024-09-15,2024-09-15,True,False,True,False,False
mean_sig2/all/calendar,request_20,True,73412.0,8912.0,5400.0,3512.0,0.011564043463944683,,,True,False,True,False,False
mean_sig2/all/calendar,request_21,True,3476.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig2/all/calendar,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
mean_sig2/all/calendar,request_23,True,35356.8,8356.8,9152.0,-795.2,-0.020917508417508435,2025-07-15,2025-07-15,True,False,True,False,False
mean_sig2/all/calendar,request_24,True,64450.0,13450.0,13420.0,30.0,0.0002737226277372263,,,True,True,False,False,False
mean_sig2/all/calendar,request_25,True,23808500.0,429400.0,1425000.0,-995600.0,-0.016457286432160805,,,True,True,False,False,False
mean_sig3/all/90dates,request_01,False,48238.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
mean_sig3/all/90dates,request_02,True,47490839.2,18332439.2,17229139.2,1103300.0,0.02397540093007084,2025-09-15,2025-09-15,True,True,False,False,False
mean_sig3/all/90dates,request_03,True,3640600.0,971900.0,873000.0,98900.0,0.018011291203788016,2019-11-15,2019-11-15,True,False,True,False,False
mean_sig3/all/90dates,request_04,True,41292100.0,10605500.0,8401800.0,2203700.0,0.1736153785551091,2024-06-15,2024-06-15,True,True,False,False,False
mean_sig3/all/90dates,request_05,True,8572.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
mean_sig3/all/90dates,request_06,True,1323.7,523.7,603.3,-79.6,-0.12830431979368134,2026-01-15,2026-01-15,True,False,True,False,False
mean_sig3/all/90dates,request_07,True,179230.56,86230.56,87170.56,-940.0,-0.004761904761904762,2024-10-23,2024-10-23,True,False,True,False,False
mean_sig3/all/90dates,request_08,True,1085.27,285.27,284.57,0.7,0.0007023881196066513,,2025-04-15,False,False,True,False,False
mean_sig3/all/90dates,request_09,False,841.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
mean_sig3/all/90dates,request_10,True,188560.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
mean_sig3/all/90dates,request_11,True,46464045.0,12323445.0,12510645.0,-187200.0,-0.014279176201372997,2025-05-15,2025-07-15,False,True,False,False,False
mean_sig3/all/90dates,request_12,False,103576.39,60376.39,65164.0,-4787.61,-0.07347016757718987,,2026-04-05,False,True,False,False,False
mean_sig3/all/90dates,request_13,True,1789.7,489.7,433.4,56.3,0.05979184367034835,,2024-05-15,False,True,False,False,False
mean_sig3/all/90dates,request_14,True,2816.74,616.74,597.74,19.0,0.0035092903845443464,,,True,False,True,False,False
mean_sig3/all/90dates,request_15,True,1205.05,5.05,83.05,-78.0,-0.021166892808683852,,,True,False,True,False,False
mean_sig3/all/90dates,request_16,False,261523.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig3/all/90dates,request_17,True,409109.58,243009.58,243849.58,-840.0,-0.003058994901675164,2026-04-15,2026-03-15,False,False,True,False,False
mean_sig3/all/90dates,request_18,True,1946.7,546.7,462.0,84.7,0.026092849881396152,2026-09-15,2026-09-15,True,False,True,False,False
mean_sig3/all/90dates,request_19,True,117980.0,25180.0,28820.0,-3640.0,-0.09178013111447302,2024-09-15,2024-09-15,True,True,False,False,False
mean_sig3/all/90dates,request_20,True,73352.0,8852.0,5400.0,3452.0,0.011366480079025354,,,True,False,True,False,False
mean_sig3/all/90dates,request_21,True,3473.75,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig3/all/90dates,request_22,True,964.56,464.56,475.46,-10.9,-0.01490088858509908,2025-01-15,2025-01-15,True,False,True,False,False
mean_sig3/all/90dates,request_23,True,35366.8,8366.8,9152.0,-785.2,-0.0206544612794613,2025-07-15,2025-07-15,True,True,False,False,False
mean_sig3/all/90dates,request_24,True,64550.0,13550.0,13420.0,130.0,0.0011861313868613138,,,True,False,True,False,False
mean_sig3/all/90dates,request_25,True,23765500.0,386400.0,1425000.0,-1038600.0,-0.017168077228246495,,,True,True,False,False,False
mean_sig3/all/calendar,request_01,False,48238.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
mean_sig3/all/calendar,request_02,True,47490839.2,18332439.2,17229139.2,1103300.0,0.02397540093007084,2025-09-15,2025-09-15,True,True,False,False,False
mean_sig3/all/calendar,request_03,True,3640600.0,971900.0,873000.0,98900.0,0.018011291203788016,2019-11-15,2019-11-15,True,False,True,False,False
mean_sig3/all/calendar,request_04,True,41292100.0,10605500.0,8401800.0,2203700.0,0.1736153785551091,2024-06-15,2024-06-15,True,True,False,False,False
mean_sig3/all/calendar,request_05,True,14266.0,1166.0,737.0,429.0,0.027698863636363636,,,True,True,False,False,False
mean_sig3/all/calendar,request_06,True,1323.7,523.7,603.3,-79.6,-0.12830431979368134,2026-01-15,2026-01-15,True,False,True,False,False
mean_sig3/all/calendar,request_07,True,179230.56,86230.56,87170.56,-940.0,-0.004761904761904762,2024-10-23,2024-10-23,True,False,True,False,False
mean_sig3/all/calendar,request_08,True,1085.27,285.27,284.57,0.7,0.0007023881196066513,2025-04-15,2025-04-15,True,False,True,True,False
mean_sig3/all/calendar,request_09,False,841.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
mean_sig3/all/calendar,request_10,True,257660.0,32260.0,12700.0,19560.0,0.0733408323959505,,,True,False,True,False,False
mean_sig3/all/calendar,request_11,True,46464045.0,12323445.0,12510645.0,-187200.0,-0.014279176201372997,2025-05-15,2025-07-15,False,True,False,False,False
mean_sig3/all/calendar,request_12,False,115368.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
mean_sig3/all/calendar,request_13,True,1789.7,489.7,433.4,56.3,0.05979184367034835,2024-05-15,2024-05-15,True,True,False,True,False
mean_sig3/all/calendar,request_14,True,2816.74,616.74,597.74,19.0,0.0035092903845443464,,,True,False,True,False,False
mean_sig3/all/calendar,request_15,True,1205.05,5.05,83.05,-78.0,-0.021166892808683852,,,True,False,True,False,False
mean_sig3/all/calendar,request_16,False,261523.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
mean_sig3/all/calendar,request_17,True,409109.58,243009.58,243849.58,-840.0,-0.003058994901675164,2026-04-15,2026-03-15,False,False,True,False,False
mean_sig3/all/calendar,request_18,True,1946.7,546.7,462.0,84.7,0.026092849881396152,2026-09-15,2026-09-15,True,False,True,False,False
mean_sig3/all/calendar,request_19,True,117980.0,25180.0,28820.0,-3640.0,-0.09178013111447302,2024-09-15,2024-09-15,True,True,False,False,False
mean_sig3/all/calendar,request_20,True,73352.0,8852.0,5400.0,3452.0,0.011366480079025354,,,True,False,True,False,False
mean_sig3/all/calendar,request_21,True,3473.75,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
mean_sig3/all/calendar,request_22,True,964.56,464.56,475.46,-10.9,-0.01490088858509908,2025-01-15,2025-01-15,True,False,True,False,False
mean_sig3/all/calendar,request_23,True,35366.8,8366.8,9152.0,-785.2,-0.0206544612794613,2025-07-15,2025-07-15,True,True,False,False,False
mean_sig3/all/calendar,request_24,True,64550.0,13550.0,13420.0,130.0,0.0011861313868613138,,,True,False,True,False,False
mean_sig3/all/calendar,request_25,True,23765500.0,386400.0,1425000.0,-1038600.0,-0.017168077228246495,,,True,True,False,False,False
median_sig1/all/90dates,request_01,False,48862.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig1/all/90dates,request_02,True,47190839.2,18032439.2,17229139.2,803300.0,0.017456212786301013,2025-09-15,2025-09-15,True,True,False,False,False
median_sig1/all/90dates,request_03,True,3636600.0,967900.0,873000.0,94900.0,0.017282826443270807,2019-11-15,2019-11-15,True,True,False,False,False
median_sig1/all/90dates,request_04,True,41965100.0,11278500.0,8401800.0,2876700.0,0.22663672890569606,2024-06-15,2024-06-15,True,False,True,False,False
median_sig1/all/90dates,request_05,True,8894.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
median_sig1/all/90dates,request_06,True,1298.3,498.3,603.3,-105.0,-0.16924564796905214,2026-02-15,2026-01-15,False,False,True,False,True
median_sig1/all/90dates,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
median_sig1/all/90dates,request_08,True,1092.57,292.57,284.57,8.0,0.008027292795504716,,2025-04-15,False,False,True,False,False
median_sig1/all/90dates,request_09,False,813.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig1/all/90dates,request_10,True,187190.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
median_sig1/all/90dates,request_11,True,46984045.0,12843445.0,12510645.0,332800.0,0.025385202135774217,2025-05-15,2025-07-15,False,False,True,False,False
median_sig1/all/90dates,request_12,False,106856.39,63656.39,65164.0,-1507.61,-0.023135627033331295,,2026-04-05,False,True,False,False,False
median_sig1/all/90dates,request_13,True,1858.4,558.4,433.4,125.0,0.13275276125743415,,2024-05-15,False,False,True,False,False
median_sig1/all/90dates,request_14,True,2901.74,701.74,597.74,104.0,0.01920874736803221,,,True,False,True,False,False
median_sig1/all/90dates,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
median_sig1/all/90dates,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig1/all/90dates,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
median_sig1/all/90dates,request_18,True,1910.0,510.0,462.0,48.0,0.014786975139398048,2026-09-15,2026-09-15,True,True,False,False,False
median_sig1/all/90dates,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
median_sig1/all/90dates,request_20,True,72212.0,7712.0,5400.0,2312.0,0.0076127757655581165,,,True,True,False,False,False
median_sig1/all/90dates,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
median_sig1/all/90dates,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
median_sig1/all/90dates,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,,2025-07-15,False,False,True,False,True
median_sig1/all/90dates,request_24,True,65150.0,14150.0,13420.0,730.0,0.00666058394160584,,,True,False,True,False,False
median_sig1/all/90dates,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
median_sig1/all/calendar,request_01,False,48862.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig1/all/calendar,request_02,True,47190839.2,18032439.2,17229139.2,803300.0,0.017456212786301013,2025-09-15,2025-09-15,True,True,False,False,False
median_sig1/all/calendar,request_03,True,3636600.0,967900.0,873000.0,94900.0,0.017282826443270807,2019-11-15,2019-11-15,True,True,False,False,False
median_sig1/all/calendar,request_04,True,41965100.0,11278500.0,8401800.0,2876700.0,0.22663672890569606,2024-06-15,2024-06-15,True,False,True,False,False
median_sig1/all/calendar,request_05,True,14566.0,1466.0,737.0,729.0,0.04706869834710744,,,True,True,False,False,False
median_sig1/all/calendar,request_06,True,1298.3,498.3,603.3,-105.0,-0.16924564796905214,2026-02-15,2026-01-15,False,False,True,False,True
median_sig1/all/calendar,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
median_sig1/all/calendar,request_08,True,1092.57,292.57,284.57,8.0,0.008027292795504716,2025-04-15,2025-04-15,True,False,True,True,False
median_sig1/all/calendar,request_09,False,813.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig1/all/calendar,request_10,True,256290.0,30890.0,12700.0,18190.0,0.0682039745031871,,,True,False,True,False,False
median_sig1/all/calendar,request_11,True,46984045.0,12843445.0,12510645.0,332800.0,0.025385202135774217,2025-05-15,2025-07-15,False,False,True,False,False
median_sig1/all/calendar,request_12,False,118648.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
median_sig1/all/calendar,request_13,True,1858.4,558.4,433.4,125.0,0.13275276125743415,2024-05-15,2024-05-15,True,False,True,True,False
median_sig1/all/calendar,request_14,True,2901.74,701.74,597.74,104.0,0.01920874736803221,,,True,False,True,False,False
median_sig1/all/calendar,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
median_sig1/all/calendar,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig1/all/calendar,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
median_sig1/all/calendar,request_18,True,1910.0,510.0,462.0,48.0,0.014786975139398048,2026-09-15,2026-09-15,True,True,False,False,False
median_sig1/all/calendar,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
median_sig1/all/calendar,request_20,True,72212.0,7712.0,5400.0,2312.0,0.0076127757655581165,,,True,True,False,False,False
median_sig1/all/calendar,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
median_sig1/all/calendar,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
median_sig1/all/calendar,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,2025-07-15,2025-07-15,True,False,True,False,False
median_sig1/all/calendar,request_24,True,65150.0,14150.0,13420.0,730.0,0.00666058394160584,,,True,False,True,False,False
median_sig1/all/calendar,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
median_sig2/all/90dates,request_01,False,48272.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig2/all/90dates,request_02,True,47390839.2,18232439.2,17229139.2,1003300.0,0.021802338215480898,2025-09-15,2025-09-15,True,True,False,False,False
median_sig2/all/90dates,request_03,True,3646600.0,977900.0,873000.0,104900.0,0.01910398834456383,2019-11-15,2019-11-15,True,False,True,False,False
median_sig2/all/90dates,request_04,True,41215100.0,10528500.0,8401800.0,2126700.0,0.16754904277948476,2024-06-15,2024-06-15,True,True,False,False,False
median_sig2/all/90dates,request_05,True,8224.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
median_sig2/all/90dates,request_06,True,1316.3,516.3,603.3,-87.0,-0.1402321083172147,2026-01-15,2026-01-15,True,False,True,False,False
median_sig2/all/90dates,request_07,True,178590.56,85590.56,87170.56,-1580.0,-0.00800405268490375,2024-10-23,2024-10-23,True,False,True,False,False
median_sig2/all/90dates,request_08,True,1091.57,291.57,284.57,7.0,0.0070238811960666265,,2025-04-15,False,False,True,False,False
median_sig2/all/90dates,request_09,False,820.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig2/all/90dates,request_10,True,185890.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
median_sig2/all/90dates,request_11,True,46184045.0,12043445.0,12510645.0,-467200.0,-0.03563691838291381,2025-05-15,2025-07-15,False,False,True,False,False
median_sig2/all/90dates,request_12,False,101956.39,58756.39,65164.0,-6407.61,-0.09833051991897368,,2026-04-05,False,False,True,False,False
median_sig2/all/90dates,request_13,True,1802.4,502.4,433.4,69.0,0.07327952421410365,,2024-05-15,False,False,True,False,False
median_sig2/all/90dates,request_14,True,2828.74,628.74,597.74,31.0,0.005725684311624986,,,True,False,True,False,False
median_sig2/all/90dates,request_15,True,1207.05,7.05,83.05,-76.0,-0.02062415196743555,,,True,True,False,False,False
median_sig2/all/90dates,request_16,False,263003.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig2/all/90dates,request_17,True,409889.58,243789.58,243849.58,-60.0,-0.00021849963583394028,2026-03-15,2026-03-15,True,True,False,True,False
median_sig2/all/90dates,request_18,True,1951.0,551.0,462.0,89.0,0.027417516404300547,2026-09-15,2026-09-15,True,False,True,False,False
median_sig2/all/90dates,request_19,True,118300.0,25500.0,28820.0,-3320.0,-0.08371154815935451,2024-09-15,2024-09-15,True,True,False,False,False
median_sig2/all/90dates,request_20,True,73312.0,8812.0,5400.0,3412.0,0.011234771155745801,,,True,True,False,False,False
median_sig2/all/90dates,request_21,True,3478.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
