candidate,request_id,currency,min_balance,min_date,predicted_safe,true_safe,safe_error,predicted_earliest,true_earliest,date_match
all_variable_fortnightly,request_02,IDR,46411346.04,2025-08-13,17252946.04,17229139.2,23806.84,2025-09-15,2025-09-15,True
all_variable_fortnightly,request_03,IDR,3549395.94,2019-09-14,880695.94,873000.0,7695.94,2019-11-15,2019-11-15,True
all_variable_fortnightly,request_04,IDR,43627867.96,2024-06-13,12693000.0,8401800.0,4291200.0,2024-06-04,2024-06-15,False
all_variable_fortnightly,request_05,ZAR,13627.05,2026-02-02,527.05,737.0,-209.95,,,True
all_variable_fortnightly,request_06,EUR,1423.66,2026-01-13,620.4,603.3,17.1,2026-01-03,2026-01-15,False
all_variable_fortnightly,request_07,INR,179237.22,2024-09-13,86237.22,87170.56,-933.34,2024-11-23,2024-10-23,False
all_variable_fortnightly,request_08,EUR,1181.73,2025-02-13,381.73,284.57,97.16,2025-04-15,2025-04-15,True
all_variable_fortnightly,request_09,EUR,866.85,2026-09-19,166.61,166.61,0.0,2026-07-04,2026-07-04,True
all_variable_fortnightly,request_10,INR,295362.8,2025-03-03,69962.8,12700.0,57262.8,,,True
all_variable_fortnightly,request_11,IDR,46460466.62,2025-05-14,12319866.62,12510645.0,-190778.38,2025-05-15,2025-07-15,False
all_variable_fortnightly,request_12,ZAR,101151.01,2026-07-03,57951.01,65164.0,-7212.99,,2026-04-05,False
all_variable_fortnightly,request_13,EUR,2513.23,2024-05-14,941.6,433.4,508.2,2024-03-07,2024-05-15,False
all_variable_fortnightly,request_14,EUR,2921.09,2025-08-14,721.09,597.74,123.35,,,True
all_variable_fortnightly,request_15,EUR,1296.95,2026-01-14,96.95,83.05,13.9,,,True
all_variable_fortnightly,request_16,INR,295951.01,2023-09-11,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
all_variable_fortnightly,request_17,INR,423498.41,2026-03-14,257398.41,243849.58,13548.83,2026-03-15,2026-03-15,True
all_variable_fortnightly,request_18,EUR,2039.47,2026-07-14,639.47,462.0,177.47,2026-09-15,2026-09-15,True
all_variable_fortnightly,request_19,INR,122748.97,2024-09-14,29948.97,28820.0,1128.97,2024-09-15,2024-09-15,True
all_variable_fortnightly,request_20,INR,69927.89,2026-02-13,5427.89,5400.0,27.89,,,True
all_variable_fortnightly,request_21,USD,3348.49,2026-04-12,1548.49,1543.35,5.14,2026-04-15,2026-04-15,True
all_variable_fortnightly,request_22,EUR,1001.7,2024-12-14,501.7,475.46,26.24,2024-12-15,2025-01-15,False
all_variable_fortnightly,request_23,ZAR,37092.65,2025-05-14,10092.65,9152.0,940.65,2025-07-15,2025-07-15,True
all_variable_fortnightly,request_24,INR,69111.31,2026-01-13,18111.31,13420.0,4691.31,,,True
all_variable_fortnightly,request_25,IDR,25382371.94,2024-03-14,2003271.94,1425000.0,578271.94,,,True
90_days_after_request_inclusive,request_01,ZAR,48241.27,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
90_days_after_request_inclusive,request_02,IDR,47495165.49,2025-08-13,18336765.49,17229139.2,1107626.29,2025-09-15,2025-09-15,True
90_days_after_request_inclusive,request_03,IDR,3640437.0,2019-09-14,971737.0,873000.0,98737.0,2019-11-15,2019-11-15,True
90_days_after_request_inclusive,request_04,IDR,41295886.07,2024-06-13,10609286.07,8401800.0,2207486.07,2024-06-15,2024-06-15,True
90_days_after_request_inclusive,request_05,ZAR,8160.81,2026-02-04,0,737.0,-737.0,,,True
90_days_after_request_inclusive,request_06,EUR,1323.82,2026-01-13,523.82,603.3,-79.48,2026-01-15,2026-01-15,True
90_days_after_request_inclusive,request_07,INR,179237.22,2024-09-20,86237.22,87170.56,-933.34,2024-10-23,2024-10-23,True
90_days_after_request_inclusive,request_08,EUR,1085.2,2025-02-13,285.2,284.57,0.63,,2025-04-15,False
90_days_after_request_inclusive,request_09,EUR,630.76,2026-10-02,30.76,166.61,-135.85,,2026-07-04,False
90_days_after_request_inclusive,request_10,INR,178050.78,2025-03-06,0,12700.0,-12700.0,,,True
90_days_after_request_inclusive,request_11,IDR,46460466.62,2025-05-14,12319866.62,12510645.0,-190778.38,2025-05-15,2025-07-15,False
90_days_after_request_inclusive,request_12,ZAR,103570.23,2026-07-01,60370.23,65164.0,-4793.77,,2026-04-05,False
90_days_after_request_inclusive,request_13,EUR,1790.78,2024-05-14,490.78,433.4,57.38,,2024-05-15,False
90_days_after_request_inclusive,request_14,EUR,2816.29,2025-08-14,616.29,597.74,18.55,,,True
90_days_after_request_inclusive,request_15,EUR,1205.08,2026-01-14,5.08,83.05,-77.97,,,True
90_days_after_request_inclusive,request_16,INR,261510.89,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
90_days_after_request_inclusive,request_17,INR,409123.67,2026-03-14,243023.67,243849.58,-825.91,2026-04-15,2026-03-15,False
90_days_after_request_inclusive,request_18,EUR,1946.05,2026-07-14,546.05,462.0,84.05,2026-09-15,2026-09-15,True
90_days_after_request_inclusive,request_19,INR,117976.15,2024-09-14,25176.15,28820.0,-3643.85,2024-09-15,2024-09-15,True
90_days_after_request_inclusive,request_20,INR,73351.68,2026-02-13,8851.68,5400.0,3451.68,,,True
90_days_after_request_inclusive,request_21,USD,3473.13,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
90_days_after_request_inclusive,request_22,EUR,964.62,2024-12-14,464.62,475.46,-10.84,2025-01-15,2025-01-15,True
90_days_after_request_inclusive,request_23,ZAR,35360.17,2025-05-14,8360.17,9152.0,-791.83,2025-07-15,2025-07-15,True
90_days_after_request_inclusive,request_24,INR,64539.29,2026-01-13,13539.29,13420.0,119.29,,,True
90_days_after_request_inclusive,request_25,IDR,23755183.4,2024-03-14,376083.4,1425000.0,-1048916.6,,,True
three_calendar_months,request_01,ZAR,48241.27,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
three_calendar_months,request_02,IDR,47495165.49,2025-08-13,18336765.49,17229139.2,1107626.29,2025-09-15,2025-09-15,True
three_calendar_months,request_03,IDR,3640437.0,2019-09-14,971737.0,873000.0,98737.0,2019-11-15,2019-11-15,True
three_calendar_months,request_04,IDR,41295886.07,2024-06-13,10609286.07,8401800.0,2207486.07,2024-06-15,2024-06-15,True
three_calendar_months,request_05,ZAR,14268.85,2026-01-27,1168.85,737.0,431.85,,,True
three_calendar_months,request_06,EUR,1323.82,2026-01-13,523.82,603.3,-79.48,2026-01-15,2026-01-15,True
three_calendar_months,request_07,INR,179237.22,2024-09-20,86237.22,87170.56,-933.34,2024-10-23,2024-10-23,True
three_calendar_months,request_08,EUR,1085.2,2025-02-13,285.2,284.57,0.63,2025-04-15,2025-04-15,True
three_calendar_months,request_09,EUR,841.96,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
three_calendar_months,request_10,INR,257926.85,2025-02-28,32526.85,12700.0,19826.85,,,True
three_calendar_months,request_11,IDR,46460466.62,2025-05-14,12319866.62,12510645.0,-190778.38,2025-05-15,2025-07-15,False
three_calendar_months,request_12,ZAR,115362.23,2026-06-26,65164.0,65164.0,0.0,2026-04-05,2026-04-05,True
three_calendar_months,request_13,EUR,1790.78,2024-05-14,490.78,433.4,57.38,2024-05-15,2024-05-15,True
three_calendar_months,request_14,EUR,2816.29,2025-08-14,616.29,597.74,18.55,,,True
three_calendar_months,request_15,EUR,1205.08,2026-01-14,5.08,83.05,-77.97,,,True
three_calendar_months,request_16,INR,261510.89,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
three_calendar_months,request_17,INR,409123.67,2026-03-14,243023.67,243849.58,-825.91,2026-04-15,2026-03-15,False
three_calendar_months,request_18,EUR,1946.05,2026-07-14,546.05,462.0,84.05,2026-09-15,2026-09-15,True
three_calendar_months,request_19,INR,117976.15,2024-09-14,25176.15,28820.0,-3643.85,2024-09-15,2024-09-15,True
three_calendar_months,request_20,INR,73351.68,2026-02-13,8851.68,5400.0,3451.68,,,True
three_calendar_months,request_21,USD,3473.13,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
three_calendar_months,request_22,EUR,964.62,2024-12-14,464.62,475.46,-10.84,2025-01-15,2025-01-15,True
three_calendar_months,request_23,ZAR,35360.17,2025-05-14,8360.17,9152.0,-791.83,2025-07-15,2025-07-15,True
three_calendar_months,request_24,INR,64539.29,2026-01-13,13539.29,13420.0,119.29,,,True
three_calendar_months,request_25,IDR,23755183.4,2024-03-14,376083.4,1425000.0,-1048916.6,,,True
