candidate,request_id,currency,min_balance,min_date,predicted_safe,true_safe,safe_error,predicted_earliest,true_earliest,date_match
last,request_02,IDR,47534494.03,2025-08-13,18376094.03,17229139.2,1146954.83,2025-09-15,2025-09-15,True
last,request_03,IDR,3657903.09,2019-09-14,989203.09,873000.0,116203.09,2019-11-15,2019-11-15,True
last,request_04,IDR,40970512.78,2024-06-13,10283912.78,8401800.0,1882112.78,2024-06-15,2024-06-15,True
last,request_05,ZAR,8700.42,2026-02-03,0,737.0,-737.0,,,True
last,request_06,EUR,1318.45,2026-01-13,518.45,603.3,-84.85,2026-01-15,2026-01-15,True
last,request_07,INR,180730.86,2024-09-20,87730.86,87170.56,560.3,2024-10-23,2024-10-23,True
last,request_08,EUR,1070.65,2025-02-13,270.65,284.57,-13.92,,2025-04-15,False
last,request_09,EUR,799.64,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
last,request_10,INR,205193.96,2025-03-03,0,12700.0,-12700.0,,,True
last,request_11,IDR,46611424.54,2025-05-14,12470824.54,12510645.0,-39820.46,2025-05-15,2025-07-15,False
last,request_12,ZAR,100990.43,2026-07-01,57790.43,65164.0,-7373.57,,2026-04-05,False
last,request_13,EUR,1960.12,2024-05-14,660.12,433.4,226.72,,2024-05-15,False
last,request_14,EUR,2786.38,2025-08-14,586.38,597.74,-11.36,,,True
last,request_15,EUR,1192.83,2026-01-14,0,83.05,-83.05,,,True
last,request_16,INR,249989.46,2023-10-13,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
last,request_17,INR,411777.35,2026-03-14,245677.35,243849.58,1827.77,2026-03-15,2026-03-15,True
last,request_18,EUR,1939.39,2026-07-14,539.39,462.0,77.39,2026-09-15,2026-09-15,True
last,request_19,INR,120092.04,2024-09-14,27292.04,28820.0,-1527.96,2024-09-15,2024-09-15,True
last,request_20,INR,71497.46,2026-02-13,6997.46,5400.0,1597.46,,,True
last,request_21,USD,3452.34,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
last,request_22,EUR,958.85,2024-12-14,458.85,475.46,-16.61,2025-01-15,2025-01-15,True
last,request_23,ZAR,36402.31,2025-05-14,9402.31,9152.0,250.31,2025-07-15,2025-07-15,True
last,request_24,INR,63773.1,2026-01-13,12773.1,13420.0,-646.9,,,True
last,request_25,IDR,23349967.25,2024-03-14,0,1425000.0,-1425000.0,,,True
max,request_01,ZAR,47576.92,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
max,request_02,IDR,46487570.99,2025-08-13,17329170.99,17229139.2,100031.79,2025-09-15,2025-09-15,True
max,request_03,IDR,3533406.41,2019-09-14,864706.41,873000.0,-8293.59,2019-11-15,2019-11-15,True
max,request_04,IDR,40214969.44,2024-06-13,9528369.44,8401800.0,1126569.44,2024-07-15,2024-06-15,False
max,request_05,ZAR,5821.67,2026-02-03,0,737.0,-737.0,,,True
max,request_06,EUR,1265.67,2026-01-13,465.67,603.3,-137.63,2026-03-15,2026-01-15,False
max,request_07,INR,175453.08,2024-09-20,82453.08,87170.56,-4717.48,2024-11-23,2024-10-23,False
max,request_08,EUR,936.08,2025-04-12,136.08,284.57,-148.49,,2025-04-15,False
max,request_09,EUR,683.74,2026-09-25,83.74,166.61,-82.87,,2026-07-04,False
max,request_10,INR,116857.79,2025-03-03,0,12700.0,-12700.0,,,True
max,request_11,IDR,45134217.18,2025-05-14,10993617.18,12510645.0,-1517027.82,2025-05-15,2025-07-15,False
max,request_12,ZAR,94496.33,2026-07-01,51296.33,65164.0,-13867.67,,2026-04-05,False
max,request_13,EUR,1322.55,2024-05-14,22.55,433.4,-410.85,,2024-05-15,False
max,request_14,EUR,2747.29,2025-08-14,547.29,597.74,-50.45,,,True
max,request_15,EUR,1139.76,2026-01-14,0,83.05,-83.05,,,True
max,request_16,INR,230359.05,2023-10-13,107959.05,122500.0,-14540.95,2023-10-15,2023-08-12,False
max,request_17,INR,400396.32,2026-03-14,234296.32,243849.58,-9553.26,2026-05-15,2026-03-15,False
max,request_18,EUR,1890.97,2026-07-14,490.97,462.0,28.97,2026-09-15,2026-09-15,True
max,request_19,INR,113144.98,2024-09-14,20344.98,28820.0,-8475.02,2024-10-15,2024-09-15,False
max,request_20,INR,71295.85,2026-02-13,6795.85,5400.0,1395.85,,,True
max,request_21,USD,3438.66,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
max,request_22,EUR,944.39,2024-12-14,444.39,475.46,-31.07,2025-02-15,2025-01-15,False
max,request_23,ZAR,34089.05,2025-05-14,7089.05,9152.0,-2062.95,,2025-07-15,False
max,request_24,INR,61241.38,2026-02-14,10241.38,13420.0,-3178.62,,,True
max,request_25,IDR,22602938.32,2024-03-14,0,1425000.0,-1425000.0,,,True
